Longitude,Latitude,Name,Location
-106.729,37.592,Park Creek - South Fork,South Fork
-106.41,39.068,Parry Peak,
-105.569,40.079,Pawnee,Nederland
-105.506,40.131,Peaceful Valley,Nederland
-106.071,39.584,Peak One,Frisco
-106.892,40.789,Pearl Lake State Park,Clark
-106.282,37.843,Penitente Canyon,La Garita
-104.84,39.006,Peregrine Pines Military - USAF Academy,
-106.069,39.588,Pine Cove,Frisco
-107.535,37.4,Pine Point - Vallecito Reservoir,Bayfield
-107.505,37.447,Pine River,Durango
-106.008,40.492,Pines,Rustic
-105.283,40.364,Pinewood Reservoir,Loveland
-104.831,37.617,Pinon - Lathrop State Park,Walsenburg
-105.505,37.745,Pinyon Flats - Sand Dunes National Monument,Mosca
-107.813,39.212,Pioneer - Vega State Park,Collbran
-106.103,40.079,Pioneer Park,Hot Sulphur Sp
-103.246,40.626,Pioneer Park,Sterling
-106.5,38.61,Pitkin,Pitkin
-105.204,39.294,Platte River,Woodland Park
-102.959,38.085,Point - John Martin State Park,Mcclave
-107.303,38.521,Ponderosa - Curecanti Area,Sapinero
-106.612,39.076,Portal,Aspen
-106.427,37.908,Poso,Saguache
-106.232,39.843,Prairie Point,Dillon
-106.043,39.6,Prospector,Dillon
-106.492,39.996,Pumphouse,Kremmling
-105.11,37.253,Purgatoire,La Veta
-107.807,37.629,Purgatory,Durango
-106.469,38.638,Quartz,Pitkin
-109.021,39.172,Rabbit Valley,Grand Junction
-106.142,38.869,Railroad Bridge - Arkansas Headwaters State Rec Area,Buena Vista
-105.571,40.01,Rainbow Lakes,Nederland
-108.789,40.089,Rangely Camper Park,Rangely
-105.971,40.503,Ranger Lakes - State Forest State Park,Walden
-107.225,38.322,Red Bridge,Powderhorn
-107.23,38.479,Red Creek - Curecanti Area,Gunnison
-107.229,39.201,Redstone,Redstone
-105.45,39.878,Reverends Ridge - Golden Gate State Park,Golden
-107.736,38.214,Ridgway State Park,Ridgway
-107.699,39.676,Rifle Falls State Park,Rifle
-107.751,39.633,Rifle Gap State Park,Rifle
-107.687,39.731,Rifle Mountain County Park,Rifle
-105.877,38.473,Rincon - Arkansas Headwaters State Rec Area,Wellsville
-108.21,40.092,Rio Blanco Lake Area - SWA,Meeker
-107.012,37.763,Rio Grande,Creede
-107.177,37.891,Rito Hondo,Lake City
-107.23,37.73,River Hill,Creede
-106.569,38.858,Rivers End,Almont
-105.375,38.96,Riverside,Florissant
-103.8,40.267,Riverside RV Park,Fort Morgan
-107.193,37.755,Road Canyon,Creede
-105.756,39.834,Robbers Roost,Winter Park
-106.332,37.469,Rock Creek - Monte Vista,Monte Vista
-106.747,38.731,Rosy Lane,Almont
-105.433,39.03,Round Mountain,Florissant
-106.073,38.754,Ruby Mountain - Arkansas Headwaters State Rec Area,Buena Vista
-108.732,39.121,Saddlehorn - Colorado National Monument,Fruita
-105.735,37.668,San Luis State Park,Mosca
-107.331,40.758,Sawmill Creek,Craig
-106.057,40.228,Sawmill Gulch,Granby
-106.768,40.774,Seedhouse,Steamboat Springs
-105.951,39.372,Selkirk,Fairplay
-107.138,40.142,Sheriffs Reservoir,Yampa
-107.884,37.634,Sig Creek,Durango
-106.884,39.158,Silver Bar,Aspen
-106.895,39.143,Silver Bell,Aspen
-106.354,39.26,Silver Dollar,Leadville
-107.538,38.236,Silver Jack,Cimarron
-106.901,39.13,Silver Queen,Aspen
-107.156,37.828,Silver Thread,Creede
-105.774,40.683,Sleeping Elephant,Rustic
-107.225,37.985,Slumgullion,Lake City
-106.415,38.521,Snowblind,Sargents
-108.08,37.363,Snowslide,Durango
-107.316,38.547,Soap Creek,Sapeniro
-105.154,40.509,South Bay - Horsetooth Reservoir,Fort Collins
-107.554,40.495,South Beach - Yampa River State Park,Craig
-106.029,39.796,South Fork,Parshall
-107.534,39.867,South Fork,
-105.092,39.065,South Meadows,Woodland Park
-107.775,37.806,South Mineral,Silverton
-107.688,38.544,South Rim - Gunnison National Park,Montrose
-104.564,37.133,South Shore - Trinidad Lake State Park,Trinidad
-105.056,37.983,Southside - Lake Isabel,Pueblo
-106.439,37.168,Spectacle Lake,Antonito
-105.469,38.907,Spillway,Florissant
-106.767,38.75,Spring Creek,Almont
-105.022,38.998,Springdale,Woodland Park
-105.429,38.93,Springer Gulch,Florissant
-107.117,38.047,Spruce,Lake City
-105.462,39.138,Spruce Grove - Lake George,Florissant
-108.083,39.05,Spruce Grove - Mesa,Mesa
-105.066,37.981,St. Charles,
-105.861,39.923,St. Louis Creek,Fraser
-104.999,40.161,St. Vrain State Park,Firestone
-106.866,40.285,Stagecoach State Park,Oak Creek
-105.127,39.875,Standley Lake,Westminster
-106.964,40.814,Steamboat Lake State Park,Clark
-107.092,38.487,Stevens Creek - Curecanti Recreation Area,Gunnison
-105.887,40.18,Stillwater,Granby
-106.677,38.019,Stone Cellar,Saguache
-106.431,37.959,Storm King,Saguache
-105.396,40.684,Stove Prairie,Fort Collins
-106.574,37.378,Stunner,La Jara
-106.023,39.789,Sugar Loaf,Hot Sulphur Springs
-106.684,40.545,Summit Lake,Walden
-105.876,40.147,Sunset Point,Granby
-107.89,37.889,Sunshine,Telluride
-107.32,39.759,Supply Basin,Dotsero
-107.161,39.797,Sweetwater Lake,Dotsero
-109.039,40.836,Swinging Bridge - Browns Wildlife Area,
-106.734,39.48,Sylvan Lake State Park,Gypsum
-106.356,39.275,Tabor,Leadville
-108.187,37.341,Target Tree,Mancos
-106.766,38.727,Taylor Canyon,Gunnison
-107.229,37.51,Teal,Pagosa Springs
-106.605,40.585,Teal Lake,Walden
-107.806,37.935,Telluride Town Park,Telluride
-105.89,40.502,The Crags - State Forest State Park,Walden
-107.259,38.248,The Gate,Powderhorn
-107.258,37.724,Thirtymile,Creede
-107.694,38.002,Thistledown,Ridgway
-107.694,39.764,Three Forks,New Castle
-104.983,38.977,Thunder Ridge,Woodland Park
-106.422,39.523,Tigiwon,Vail
-105.852,40.379,Timber Creek - Rocky Mountain National Park,Grand Lake
-105.583,40.575,Tom Bennett,Rustic
-105.179,39.119,Trail Creek,Woodland Park
-108.209,37.468,Transfer,Mancos
-107.681,37.462,Transfer Park,Bayfield
-107.24,39.993,Trappers Lake,Buford
-107.096,40.241,Trout Creek,Yampa
-106.449,37.047,Trujillo Meadows,
-106.761,37.494,Tucker Ponds,South Fork
-105.858,40.674,Tunnel,Rustic
-104.882,38.609,Turkey Creek Military - Fort Carson,Colorado Springs
-105.478,39.153,Twin Eagles,Lake George
-107.842,39.065,Twin Lake,Cedaredge
-106.421,39.067,Twin Peaks,
-105.047,40.174,Union Reservoir,Longmont
-106.677,37.606,Upper Beaver Creek,South Fork
-107.071,39.663,Upper Colorado Rec Area,Gypsum
-105.431,40.691,Upper Narrows,Fort Collins
-107.273,37.215,Ute,Pagosa Springs
-107.547,37.478,Vallecito,Vallecito
-107.261,40.134,Vaughn Lake,Yampa
-102.185,39.608,Wagon Wheel - Bonny Lake State Park,Idalia
-106.685,40.381,Walton Creek,
-107.979,39.04,Ward Lake,Cedaredge
-107.831,39.066,Weir and Johnson,Collbran
-106.72,39.121,Weller,Aspen
-108.265,37.409,West - Mancos State Park,Dolores
-105.657,39.679,West Chicago Creek,Idaho Springs
-108.276,37.66,West Dolores,Dolores
-106.903,37.445,West Fork,Pagosa Springs
-105.568,40.79,West Lake,Red Feather Lakes
-106.136,39.078,Weston Pass,Fairplay
-107.3,39.747,White Owl,Dotsero
-106.367,39.09,White Star,
-105.694,39.482,Whiteside,Grant
-105.266,39.242,Wigwam,Sedalia
-105.253,39.055,Wildhorn,Divide
-107.336,37.922,Williams Creek,Pagosa Springs
-107.224,37.495,Williams Creek - Pagosa Springs,Pagosa Springs
-106.217,40.009,Williams Fork Reservoir - SWA,Parshall
-105.951,40.144,Willow Creek,Granby
-106.309,39.889,Willows,Silverthorne
-106.676,39.7,Wolcott,Dotsero
-106.887,37.441,Wolf Creek,Pagosa Springs
-108.055,37.885,Woods Lake,Placerville
-107.287,37.973,Wupperman,Lake City
-104.94,38.737,Wye,Colorado Springs
-106.678,39.502,Yeoman Park,Eagle
-104.833,37.601,Yucca - Lathrop State Park,Walsenburg
-159.305,22.147,Anahola Beach Park   -  Kauai,Anahola
-159.458,22.225,Anini Beach Park  - Kauai,Kilauea
-157.707,21.351,Bellows Field Beach Park  - Oahu,Waimanalo
-156.622,20.811,Camp Olowalu  - Maui,Lahaina
-159.566,22.22,Haena Beach Park  - Kauai,Kilauea
-159.342,21.994,Hanamaulu Beach Park  - Kauai,Lihue
-156.229,20.753,Holua Dispersed - Haleakala National Park - Maui,Kula
-155.898,19.38,Hookena Beach Park  - Hawaii,Captain Cook
-156.238,20.768,Hosmer Grove  - Haleakala National Park - Maui,Kula
-154.842,19.458,Isaac Hale Beach Park  - Hawaii,
-157.884,21.544,Kahana Valley State Park - Oahu,Hauula
-155.433,20.043,Kalopa State Rec Area - Hawaii,Honokaa
-156.438,20.9,Kanaha Beach Park - Maui,Kahului Airport
-157.902,21.397,Keaiwa Heiau State Rec Area - Oahu,Aiea
-159.562,22.113,Koaie Primitive - Kokee State Park - Kauai,Kilauea
-159.662,22.116,Kokee Campground  - Kokee State Park - Kauai,Waimea
-155.12,19.882,Kolekole Beach Park  - Hawaii,Honomu
-155.241,19.992,Laupahoehoe Beach Park  - Hawaii,
-159.666,21.953,Lucy Wright Beach Park  - Kauai,Waimea
-154.864,19.44,MacKenzie State Rec Area - Hawaii,
-155.9,20.183,Mahukona Beach Park  - Hawaii,
-157.929,21.66,Malaekahana  State Rec Area - Oahu,Kailua
-155.829,19.113,Manuka State Wayside - Hawaii,Captain Cook
-155.296,19.425,Namakani Paio - Hawaii Volcanoes National Park,Volcano
-159.364,21.954,Niumalu Park - Kauai,Lihue
-155.037,19.736,Onekahakaha - Hawaii,Hilo
-157.012,21.173,Palaau State Park - Molokai,Hoolehua
-159.753,22.089,Polihale State Park - Kauai,
-156.329,20.678,Polipoli Spring State Rec Area - Maui,Kula
-155.505,19.135,Punaluu Beach Park  - Hawaii,Mountain View
-159.608,21.9,Salt Pond Beach  - Kauai,Eleele
-157.875,21.302,Sand Island State Rec Area - Oahu,Honolulu
-155.822,20.023,Spencer Beach Park  - Hawaii,
-159.622,22.13,Sugi Grove Primitive - Kokee State Park,Hanapepe
-156.002,20.787,Waianapanapa State Park - Maui,H?na
-155.549,19.088,Whittington Beach Park  - Hawaii,Naalehu
-108.442,33.418,Aeroplane Mesa,Reserve
-105.529,36.135,Agua Piedra,Penasco
-106.56,32.372,Aguirre Springs,Las Cruces
-105.812,32.873,Alamo Peak Road,Cloudcroft
-107.872,36.56,Angel Peak,
-105.483,36.107,Angostura,Dixon
-105.729,32.967,Apache,Cloudcroft
-108.623,33.832,Apache Creek,Reserve
-108.566,34.091,Armijo Springs,Quemado
-105.805,35.794,Aspen Basin,Santa Fe
-111.731,39.788,Bear Canyon,
-108.593,33.397,Ben Lilly,Reserve
-105.681,36.676,Big Arsenic Springs - Wild Rivers Rec Area,Questa
-108.887,33.324,Big Horn,Glenwood
-105.809,35.769,Big Tesuque,Santa Fe
-105.837,35.726,Black Canyon,Santa Fe
-108.033,33.185,Black Canyon Upper,Mimbres
-108.107,35.302,Bluewater Lake State Park,Prewitt
-105.773,35.979,Borrego Mesa,Espanola
-106.404,34.763,Bosque,Estancia
-104.338,33.344,Bottomless Lakes State Park,Roswell
-104.381,32.564,Brantley Lake State Park,Carlsbad
-107.217,36.881,Buzzard Park,Gobernador
-107.312,32.907,Caballo Lake State Park,Caballo
-105.498,36.748,Cabresto Lake,Questa
-106.709,35.93,Calaveras,Jemez Springs
-108.93,35.98,Camp Asaayi,Navajo
-106.344,36.549,Canjilon Lakes,Cebolla
-106.402,34.698,Capilla,Manzano
-105.48,36.37,Capulin,Taos
-105.689,36.64,Cebolla Mesa,Questa
-103.337,32.939,Chaparral City Park,Lovington
-108.225,32.915,Cherry Creek,Silver City
-104.156,36.035,Chicosa Lake State Park,Roy
-105.205,36.77,Cimarron,Costilla
-105.134,36.546,Cimarron Canyon State Park,Eagle Nest
-107.976,32.59,City of Rocks State Park,Deming
-103.301,36.573,Clayton Lake State Park,Clayton
-106.828,35.997,Clear Creek,Cuba
-107.701,35.233,Coalmine Canyon,Grants
-106.333,35.642,Cochiti - Cochiti Lake,Albuquerque
-105.514,36.68,Columbine,Questa
-105.59,36.161,Comales,Penasco
-106.558,35.329,Coronado,Bernalillo
-108.893,33.619,Cottonwood,Glenwood
-107.677,36.811,Cottonwood - Navajo Lake State Park,Bloomfield
-108.491,34.137,Cove - Quemado Lake,Quemado
-105.64,35.671,Cow Creek,Pecos
-105.664,35.813,Cowles,Pecos
-105.233,36.188,Coyote Creek State Park,Guadalupita
-105.533,36.56,Cuchillo,Taos
-104.346,32.294,Dark Canyon Dispersed,Carlsbad
-107.858,34.155,Datil Well,Datil
-105.743,32.944,Deerhead,Cloudcroft
-108.498,33.422,Dipping Vat,Reserve
-108.241,36.707,Dunes OHV Vehicle RA,Farmington
-105.477,36.135,Duran,Penasco
-105.753,33.389,Eagle Creek Lakes,Tularosa
-106.526,36.36,Echo Amphitheater,Abiquiu
-105.673,36.666,El Aguaje - Wild Rivers Rec Area,Questa
-108.471,34.138,El Caso - Quemado Lake,Quemado
-108.336,35.037,El Morro National Monument,Ramah
-105.412,35.71,El Porvenir,Las Vegas
-106.254,36.402,El Rito,El Rito
-106.738,36.614,El Vado Lake State Park,Tierra Amarill
-107.209,33.181,Elephant Butte Lake State Park,Truth Or Consequences
-105.449,36.708,Elephant Rock,Red River
-106.89,34.124,Escondida Lake Park,Socorro
-105.421,35.698,EV Long,Las Vegas
-105.458,36.706,Fawn Lakes,Red River
-106.728,35.884,Fenton Lake State Park,Jemez Springs
-105.695,35.688,Field Tract,Pecos
-108.207,33.184,Forks,Mimbres
-106.382,34.793,Fourth Of July,Tajique
-107.844,32.887,Gallinas - Lower,Mimbres
-107.823,32.9,Gallinas - Upper,Mimbres
-107.86,36.051,Gallo - Chaco Culture National Park,Kimbeto
-105.799,35.652,Glorieta,Gloriete
-105.541,36.689,Goat Hill,Questa
-108.206,33.179,Grapevine,Mimbres
-103.969,32.57,Hackberry Lake OHV,Carlsbad
-103.208,32.77,Harry McAdams Park,Hobbs
-104.183,33.674,Haystack Mt OHV Area,Roswell
-108.991,33.818,Head Of Ditch,Alpine  AZ
-106.657,36.694,Heron Lake State Park,Los Ojos
-107.57,32.921,Hillsboro City RV Park,Hillsboro
-105.639,36.114,Hodges,Vadito
-106.073,32.831,Holloman AFB Military,Alamogordo
-105.701,35.773,Holy Ghost,Santa Fe
-106.922,35.721,Holy Ghost,
-105.625,32.762,Hoosier Canyon,Mayhill
-106.237,36.704,Hopewell Lake,Tres Piedras
-105.836,35.734,Hyde Memorial State Park,Santa Fe
-107.183,35.567,Ignacio Chavez SMA Dispersed,San Ysidro
-107.804,32.909,Iron Creek,Mimbres
-105.62,35.84,Iron Gate,Pecos
-106.676,34.942,Isleta Lake RV,Albequerque
-105.496,36.586,Italianos,Taos
-105.655,35.839,Jacks Creek,Pecos
-108.134,34.299,Jackson Park - Pie Town,Pie Town
-103.19,32.099,Jal City Park,Jal
-105.504,32.905,James Canyon,Tularosa
-106.608,35.825,Jemez Falls,Jemez Springs
-107.821,34.944,Joe Skeen Campground - El Malpais NCA,Grants
-106.468,34.671,John F Kennedy,Belen
-105.436,36.708,Junebug,Red River
-106.279,35.796,Juniper - Bandelier National Monument,White Rock
-108.486,34.136,Juniper - Quemado Lake,Quemado
-107.701,32.918,Kingston,Hillsboro
-106.54,35.055,Kirtland AFB Military,Albuquerque
-105.685,36.657,La Junta - Wild Rivers Rec Area,Questa
-105.476,36.368,La Sombra,Taos
-106.109,36.884,Laguna Larga,Tres Piedras
-106.525,35.815,Las Conchas,Jemez Springs
-105.521,36.382,Las Petacas,Taos
-106.915,32.489,Leasburg Dam State Park,Las Cruces
-105.68,36.666,Little Arsenic Springs,Questa
-107.72,35.202,Lobo Canyon,Grants
-106.176,36.957,Los Pinos,Tres Piedras
-105.548,36.549,Lower Hondo,Taos
-105.813,32.899,Lower Karr Canyon,Cloudcroft
-106.323,36.885,Lower Lagunitas,Tierra Amarilla
-106.361,34.603,Manzano Mountains State Park,Mountainair
-105.118,36.778,McCrystal,Costilla
-108.523,35.371,McGaffey,Gallup
-108.214,32.925,McMillan,Silver City
-108.159,33.034,Mesa,Mimbres
-103.87,33.408,Mescalero Sands North Dunes OHV Area,Roswell
-104.377,36.048,Mills Canyon,Mills
-103.446,35.339,Mine Canyon - Ute Lake State Park,Logan
-105.73,33.432,Monjeau,Tularosa
-105.68,36.668,Montoso - Wild Rivers Rec Area,Questa
-105.398,35.942,Morphy Lake State Park,Mora
-106.409,34.671,New Canyon,Tajique
-108.827,32.632,Nichols Canyon  - Gila Lower Box Canyon,Redrock
-103.453,35.356,North  - Ute Lake State Park,Logan
-104.186,35.426,North Area - Conchas Lake State Park,Conchas Dam
-105.913,35.98,North Lake - Santa Cruz Lake,Chimayo
-105.747,33.396,Oak Grove,Ruidoso
-103.349,34.256,Oasis State Park,Portales
-106.838,35.506,Ojito Wilderness,San Ysidro
-108.109,35.159,Ojo Redondo,Thoreau
-105.915,32.745,Oliver Lee State Park,Alamogordo
-105.779,36.293,Orilla Verde Rec Area,Pilar
-105.918,35.964,Overlook - Santa Cruz Lake,Santa Fe
-106.626,35.704,Paliza,San Ysidra
-107.641,31.825,Pancho Villa State Park,Columbus
-105.664,35.83,Panchuela,Pecos
-104.407,32.11,Parks Ranch,Whites City
-107.306,32.869,Percha Dam State Park,Caballo
-107.62,36.822,Pine River - Navajo Lake State Park,Navajo Dam
-105.737,32.968,Pines,Cloudcroft
-108.482,34.139,Pinon - Quemado Lake,Quemado
-105.639,32.813,Prestridge Hill / Hay Canyon,Sacramento
-108.961,33.593,Pueblo Park,Reserve
-108.54,35.406,Quaking Aspen,Wingate
-107.817,32.909,Railroad Canyon,Mimbres
-103.313,33.259,Rampy Park,Tatum
-106.411,34.622,Red Canyon,Tajique
-105.756,34.21,Red Cloud,Corona
-108.606,35.538,Red Rock Park,Gallup
-106.624,35.86,Redondo,Jemez Springs
-106.427,36.247,Riana - Abiquiu Reservoir,Abiquiu
-106.673,36.355,Rio Chama,Abiquiu
-106.806,35.997,Rio De Las Vacas,Cuba
-106.723,36.101,Rio Puerco,Coyote
-107.613,32.186,Rockhound State Park,Deming
-103.489,35.367,Rogers - Logan - Windy - Ute Lake State Park,Logan
-105.726,32.971,Saddle,Cloudcroft
-106.646,35.887,San Antonio-Jemez Springs,Jemez Springs
-105.61,36.089,Santa Barbara,Penasco
-104.668,35.03,Santa Rosa Lake State Park,Santa Rosa
-108.258,33.23,Scorpion - Gila Cliff Dwelllings,Mimbres
-106.741,34.652,Senator Willie Chavez Park,Belen
-106.685,35.934,Seven Springs,Seven Springs
-105.725,32.973,Silver,Cloudcroft
-105.723,32.976,Silver Overflow,Cloudcroft
-107.587,36.83,Sims Mesa - Navajo Lake State Park,Blanco
-105.733,33.42,Skyline,Ruidoso
-105.725,32.944,Sleepy Grass,Cloudcroft
-104.191,35.377,South Area - Conchas Lake State Park,Conchas Dam
-105.753,33.449,South Fork,
-108.587,33.53,South Fork Negrito,Reserve
-103.446,35.339,Southside - Ute Lake State Park,Logan
-107.404,33.575,Springtime,Monticello
-106.88,36.729,Stone Lake,Dulce
-105.232,35.658,Storrie Lake State Park,Las Vegas
-104.379,36.938,Sugarite Canyon State Park,Raton
-104.401,34.611,Sumner Lake State Park,Fort Sumner
-105.741,36.334,Taos Junction,Carson
-105.675,35.742,Tererro - State Fish and Game,Santa Fe
-106.305,35.647,Tetilla Peak - Cochiti Lake,Albuquerque
-104.01,32.065,The Pecos River Corridor - Dispersed,Loving
-105.884,33.401,Three Rivers,Tularosa
-106.014,33.343,Three Rivers Petroglyph National Rec Site,Tularosa
-106.382,36.609,Trout Lakes,Canjilon
-105.451,36.596,Twining,Taos
-108.154,33.027,Upper End,Mimbres
-105.731,32.97,Upper Fir,Cloudcroft
-105.781,32.881,Upper Karr Canyon,Cloudcroft
-105.456,36.148,Upper La Junta,Penasco
-106.321,36.886,Upper Lagunitas,
-105.92,33.685,Valley of Fires,Carrizozo
-105.355,35.266,Villanueva State Park,Villanueva
-106.721,35.717,Vista Linda - Jemez Springs,San Ysidro
-106.491,32.377,Volunteer Park Travel Military,White Sands
-108.082,33.35,Wall Lake,Silver City
-107.131,34.024,Water Canyon,Magdalena
-105.745,33.456,Westlake,Nogal
-108.579,33.401,Willow Creek,Reserve
-108.198,33.423,Wolf Hollow,
-107.781,32.913,Wrights Cabin,Mimbres
-114.822,36.133,8 Mile Rd Boondocking - Lake Mead National Rec Area,Henderson
-115.051,41.029,Angel Creek,Wells
-115.086,41.026,Angel Lake,Wells
-114.24,38.987,Baker Creek - Great Basin National Park,Baker
-116.639,38.655,Barley Creek,Round Mountain
-114.081,37.514,Beaver Dam State Park,Caliente
-117.595,38.869,Berlin - Ichthyosaur State Park,Gabbs
-114.643,39.349,Berry Creek,Ely
-115.7,41.766,Big Bend,Mountain City
-114.64,35.116,Big Bend of the Colorado Rec Area,Laughlin
-117.137,39.346,Big Creek,Austin
-114.653,39.463,Bird Creek Recreation Area,McGill
-116.997,39.458,Bob Scott,Austin
-114.799,36.035,Boulder Beach RV - Lake Mead National Rec Area,Boulder City
-114.783,36.121,Boxcar Canyon Boondocking - Lake Mead National Rec Area,Henderson
-114.728,36.138,Callville Bay - Lake Mead National Rec Area,Callville Bay
-114.415,37.821,Cathedral Gorge State Park,Panaca
-114.694,39.191,Cave Lake State Park,Ely
-115.624,38.155,Cherry Creek,
-114.558,39.219,Cleve Creek,
-117.376,38.9,Columbine,Austin
-114.688,35.491,Cottonwood Cove  - Lake Mead National Rec Area,Cottonwood Cove
-114.798,36.127,Crawdad Cove Boondocking - Lake Mead National Rec Area,Henderson
-119.833,39.305,Davis Creek,Carson City
-119.587,39.252,Dayton State Park,Dayton
-119.34,38.621,Desert Creek,Gardnerville
-115.053,36.249,Desert Eagle RV Military - Nellis AFB,Nellis Afb
-115.682,36.308,Dolomite,Indian Springs
-114.639,39.497,East Creek,McGill
-114.437,36.309,Echo Bay - Lake Mead National Rec Area,Overton
-114.269,37.913,Echo Canyon Reservoir State Park,Pioche
-118.721,39.427,Fallon RV Military,Fallon
-115.618,36.263,Fletcher View,Las Vegas
-119.272,39.292,Fort Churchill State Park,Silver Springs
-115.051,38.328,Gap Mountain,
-114.837,36.131,Government Wash Boondocking - Lake Mead National Rec Area,Henderson
-116.751,39.45,Hickison Petroglyth,Austin
-115.607,36.311,Hilltop,Las Vegas
-115.388,39.335,Illipah Reservoir,Ely
-119.784,38.746,Indian Creek,Woodfords
-116.063,41.514,Jack Creek,Mountain City
-115.429,41.863,Jarbidge,Jarbidge
-114.587,39.567,Kalamazoo,Ely
-114.524,37.589,Kershaw - Ryan State Park,Caliente
-117.141,39.225,Kingston,Austin
-115.607,36.263,Kyle Canyon,Las Vegas
-119.201,39.378,Lahontan Reservoir State Rec Area 1,Fallon
-119.061,39.464,Lahontan Reservoir State Rec Area 2,Fallon
-114.872,36.128,Las Vegas Bay  - Lake Mead National Rec Area,Henderson
-114.238,39.017,Lower Lehman  - Great Basin National Park,Baker
-117.561,41.686,Lye Creek,Winnemucca
-115.683,36.309,McWilliams,Indian Springs
-114.207,38.008,Meadow Valley,Pioche
-116.995,40.356,Mill Creek,Battle Mountai
-119.892,39.313,Mount Rose,Reno
-119.953,38.981,Nevada Beach,Stateline
-115.679,36.32,Old Mill,Las Vegas
-118.745,41.69,Onion Valley Reservoir  - Pine Forest RMA,
-115.121,37.3,Pahranegat NWR,Alamo
-117.303,38.616,Peavine,
-115.426,41.836,Pine Creek,Jarbridge
-116.85,38.795,Pine Creek,
-114.451,37.937,Pioche City Park,Pioche
-115.384,36.13,Red Rock Canyon,Las Vegas
-115.476,40.254,Ruby Lake,Ruby Valley
-118.311,40.469,Rye Patch State Park,Lovelock
-117.275,39.12,San Juan Creek,Austin
-118.405,39.295,Sand Mountain,Fallon
-115.43,41.885,Sawmill,Jarbidge
-119.189,39.377,Silver Springs Beach - Lahotan State Park,Fallon
-115.741,40.664,South Fork Reservoir,Elko
-115.496,40.176,South Ruby,Elko
-114.575,35.195,Sportsman Paradise,Laughlin
-118.769,38.692,Sportsmans Beach,Hawthorne
-114.203,38.024,Spring Valley State Park,Pioche
-115.149,41.482,Tabor Creek,Wells
-118.763,38.747,Tamarack,Hawthorne
-115.405,40.65,Thomas Canyon,Spring Creek
-114.632,39.401,Timber Creek,Ely
-119.522,38.696,Topaz Lake,
-116.791,39.184,Toquima Caves,Austin
-114.254,39.013,Upper Lehman  - Great Basin National Park,Baker
-114.518,36.43,Valley of Fire State Park,Overton
-119.005,41.855,Virgin Valley Camp,
-118.77,38.691,Walker Lake,Hawthorne
-114.849,39.038,Ward Charcoal Ovens State Park,Ely
-114.968,39.212,Ward Mountain,Ely
-119.763,39.241,Washoe Lake State Rec Area,Carson City
-117.675,40.93,Water Canyon,Winnemucca
-114.303,39.011,Wheeler Peak - Great Basin National Park,Baker
-115.341,38.944,White River,Ely
-115.893,41.724,Wild Horse Crossing,Mountain City
-115.801,41.669,Wild Horse Rec Area 1,Mountain City
-115.808,41.68,Wild Horse Rec Area 2,
-115.82,41.691,Wild Horse Rec Area 3,
-115.81,41.686,Wild Horse Rec Area 4,Mountain City
-119.221,38.809,Wilson Canyon,Yerington
-115.656,40.46,Zunino/Jiggs Reservoir,Elko
-112.364,38.754,Adelaide,Fillmore
-111.612,40.577,Albion Basin,Salt Lake City
-111.787,41.25,Anderson Cove,Ogden
-112.432,38.211,Anderson Meadow,Beaver
-109.551,40.965,Antelope Flat - Flaming Gorge,Dutch John
-112.25,41.058,Antelope Island State Park,
-110.847,40.497,Aspen,Hanna
-111.037,40.12,Aspen Grove,Hanna
-110.776,39.885,Avintaquin,Duchesne
-113.642,37.377,Baker Dam,Veyo
-111.402,40.198,Balsam,Springville
-111.829,37.92,Barker Reservoir Area,Escalante
-111.731,39.788,Bear Canyon,Payson
-111.099,39.393,Bear Creek,Huntington Cit
-110.83,40.91,Bear River,Evanston
-111.143,40.621,Beaver Creek,Kamas
-110.862,40.823,Beaver View,Evanston
-109.48,38.649,Big Bend,Moab
-112.255,39.354,Big Springs,Oak City
-111.317,41.506,Birch Creek,Woodruff
-111.628,39.894,Blackhawk,Payson
-111.651,37.974,Blue Spruce,Escalante
-111.657,41.277,Botts,Ogden
-111.804,40.98,Bountiful Peak,Farmington
-111.71,38.561,Bowery Creek,Loa
-111.952,41.494,Box Elder,Brigham City
-112.579,40.494,Boy Scout,Salt Lake City
-109.183,40.898,Bridge Hollow,Vernal
-111.735,41.748,Bridger,Logan
-110.387,40.966,Bridger Lake,Mountain View
-109.813,40.86,Browne Lake,Flaming Gorge
-109.449,37.881,Buckboard,
-112.001,37.067,Buckskin Gulch - House Rock Valley,Page
-110.721,37.52,Bullfrog  - Glen Canyon National Rec Area,Lake Powell
-110.868,40.721,Butterfly Lake,Kamas
-111.414,37.793,Calf Creek,Escalante
-109.547,40.884,Canyon Rim - Flaming Gorge,Dutch John
-111.601,40.082,Canyon View RV Park,Spanish Fork
-109.735,40.932,Carmel,Manila
-112.355,38.554,Castle Rock,Joseph
-111.368,38.476,Cathedral Valley - Capitol Reef National Park,Torrey
-112.905,37.591,Cedar Canyon,Cedar City
-111.085,38.007,Cedar Mesa - Capitol Reef National Park,Torrey
-109.45,40.909,Cedar Springs - Flaming Gorge,Dutch John
-111.478,40.169,Cherry,Springville
-111.774,39.53,Chicken Creek,Levan
-110.403,40.931,China Meadows,Mountain View
-110.801,40.824,Christmas Meadows,Evanston
-112.311,38.269,City Creek,Beaver
