Longitude,Latitude,Name,Location
-122.779,41.1,Goldfield,Trinity Center
-118.456,35.874,Goldledge,Kernville
-118.275,36.988,Goodale Creek,Independence
-120.209,39.259,Goose Meadow,Truckee
-118.178,34.222,Gould Mesa,La Cañada Flintridge
-120.862,40.413,Goumaz,Susanville
-118.19,37.334,Grandview,Big Pine
-119.27,37.542,Granite Creek,
-120.204,39.3,Granite Flat,Truckee
-121.722,37.342,Grant County Park,San Jose
-120.479,39.89,Grasshopper Flat Family .,Portola
-123.887,41.857,Grassy Flat,Crescent City
-123.492,40.857,Grays Falls,Burnt Ranch
-118.285,36.781,Grays Meadow,Independence
-114.924,32.71,Grays WellÂ Â Â OHV,Winterhaven
-119.278,38.11,Green Creek,Bridgeport
-117.063,34.245,Green Valley,Lake Arrowhead
-116.584,32.905,Green Valley - Cuyamaca Rancho State Park,Julian
-118.557,35.739,Greenhorn Mountain Park,Wofford Heights
-122.254,40.826,Greens Creek,Redding
-120.955,40.157,Greenville Community Campground,Greenville
-122.368,40.888,Gregory Creek,Lakehead
-119.565,37.399,Greys Mountain,Oakhurst
-123.218,41.807,Grider Creek,Seiad Valley
-122.525,39.592,Grimy Gulch - Stony Gorge Reservoir - USBR,Elk Creek
-120.474,39.887,Grizzly,Portola
-121.207,39.867,Grizzly Creek,Quincy
-123.904,40.487,Grizzly Creek Redwoods State Park,Carlotta
-119.88,38.543,Grouse Flat,Bear Valley
-120.609,39.389,Grouse Ridge,Nevada City
-119.838,38.7,Grover Hot Springs State Park,Markleeville
-117.272,33.247,Guajome Park,Oceanside
-123.516,38.756,Gualala Point Regional Park,Gualala
-117.654,34.342,Guffy,Big Pines
-119.082,37.773,Gull Lake,June Lake
-122.509,41.213,Gumboot Lake,Mt.Shasta
-121.426,40.309,Gurnsey Creek,Chester
-120.181,37.996,Hacienda,Twain Harte
-122.445,37.466,Half Moon Bay State Beach,Half Moon Bay
-119.068,34.651,Halfmoon,Frazier Park
-121.074,40.018,Hallsted,Quincy
-122.991,39.95,Hammerhorn Lake,Willits
-120.497,39.311,Hampshire Rocks,Soda Springs
-116.974,34.288,Hanna Flats,Fawnskin
-118.847,34.688,Hardluck,Maricopa
-121.785,41.457,Harris Springs,
-119.037,37.772,Hartley Springs,Mammoth Lakes
-121.174,39.868,Haskins Valley,
-121.447,40.668,Hat Creek,Old Station
-121.973,41.052,Hawkins Landing,Big Bend
-123.343,40.784,Hayden Flat,Del Loma
-122.768,40.874,Hayward Flat,Trinity Center
-120.531,38.739,Hazel Creek  - Sly Park Recreation Area,Pollock Pines
-121.615,41.585,Headquarters,
-118.45,35.797,Headquarters,Kernville
-115.916,33.506,Headquarters - Salton Sea State Rec Area,Mecca
-116.786,34.159,Heart Bar,Angelus Oaks
-118.683,36.231,Hedrick Pond - State Forest,Springville
-123.314,40.371,Hell Gate,Hayfork
-120.416,39.069,Hell Hole,Georgetown
-121.589,41.586,Hemlock,Tionesta
-123.485,39.084,Hendy Woods State Park,Mendocino
-121.546,37.188,Henry Coe State Park,Morgan Hill
-122.041,37.031,Henry Cowell Redwoods State Park,Scotts Valley
-119.884,38.543,Hermit Valley,Bear Valley
-119.932,38.244,Herring Creek,Bumblebee
-119.935,38.249,Herring Reservoir,Bumblebee
-117.252,34.386,Hesperia Lake Park,Hesperia
-120.415,35.26,Hi Mountain,San Luis Obisp
-118.661,36.259,Hidden Falls - State Forest,Springville
-123.867,40.276,Hidden Springs - Humbolt Redwoods State Park,Weott
-116.163,34.017,Hidden Valley - Joshua Tree National Park,Twentynine Palms
-119.895,37.123,Hidden View,Madera
-121.306,40.339,High Bridge,Chester
-119.807,38.489,Highland Lakes,Arnold
-120.542,38.735,Hilltop  - Sly Park Recreation Area,Pollock Pines
-122.249,40.866,Hirz Bay,Lakehead
-123.361,40.313,Hobart Creek - Ruth Lake,Mad River
-118.529,35.574,Hobo,Lake Isabella
-123.153,40.929,Hobo Gulch,Junction City
-119.412,34.338,Hobson Park,Ventura
-119.868,37.797,Hodgdon Meadow - Yosemite National Park,Groveland
-116.896,34.303,Holcomb Valley,Big Bear City
-121.561,40.31,Hole In The Ground,Mineral
-115.398,35.044,Hole In The Wall - Mojave National Preserve,Essex
-118.622,35.954,Holey Meadow,Porterville
-118.676,37.553,Holiday,ammoth Lakes
-121.412,36.768,Hollister Hills State Veh Rec Area,Hollister
-124.123,40.244,Honeydew,Honeydew
-119.321,38.2,Honeymoon,Bridgeport
-121.502,40.779,Honn Creek,Hat Creek
-119.929,38.73,Hope Valley,Woodfords
-118.956,36.391,Horse Creek,Visalia
-122.691,41.167,Horse Flat,Callahan
-118.01,34.343,Horse Flats,La Canada
-118.373,35.899,Horse Meadow,Kernville
-124.066,40.106,Horse Mountain,Etterburg
-117.069,34.352,Horse Springs,Fawnskin
-120.115,35.021,Horseshoe,Santa Maria
-120.242,37.7,Horseshoe Bend Rec Area,Coulterville
-118.576,37.367,Horton Creek,Bishop
-118.458,35.829,Hospital Flat,Kernville
-123.285,41.236,Hotelling,Callahan
-122.992,39.878,Howard Meadows/Lake,Covelo
-120.969,41.486,Howards Gulch,Canby
-120.042,38.094,Hull Creek,Mi-Wuk
-124.265,40.587,Humboldt County Fairgrounds,Ferndale
-124.093,41.223,Humboldt Lagoons State Park,Trinidad
-118.908,36.794,Hume Lake,Hume
-118.474,35.671,Hungry Gulch,Lake Isabella
-118.871,34.792,Hungry Valley State Veh Rec Area,Lebec
-116.683,33.678,Hurkey Creek,Mountain Center
-120.357,38.832,Ice House,Pollock Pines
-123.059,41.331,Idlewild,Etna
-116.716,33.748,Idyllwild - Mount San Jacinto State Park,Idyllwild
-116.725,33.743,Idyllwild County Park,Idyllwild
-114.467,32.871,Imperial Dam LTVA,Yuma
-118.208,36.797,Independence Creek,Independence
-120.288,39.451,Independence Lake,Truckee
-116.158,34.094,Indian Cove - Joshua Tree National Park,Twentynine Palms
-119.783,38.744,Indian Creek,Markleeville
-119.848,37.661,Indian Flat,El Portal
-116.659,33.349,Indian Flats,Warner Springs
-120.643,38.421,Indian Grinding Rock State Park,Pine Grove
-123.079,41.634,Indian Scotty,Fort Jones
-120.57,39.329,Indian Springs,Emigrant Gap
-120.981,39.513,Indian Valley,Camptonville
-121.508,41.714,Indian Wells - Lava Bed National Monument,Tulelake
-118.589,37.246,Intake 2,Bishop
-121.405,41.054,Inter-Mountain Fair of Shasta county,McArthur
-118.712,37.518,Iris Meadow,Mammoth Lakes
-120.535,37.985,Ironhorse- Glory Hole Area - New Melones Lake,Angels Camp
-119.32,36.867,Island Park,Fresno
-118.964,37.277,Jackass Meadow,Lakeshore
-122.661,40.962,Jackass Spring,Trinity Center
-120.601,39.458,Jackson Creek,
-120.5,34.511,Jalama Beach,Lompoc
-120.764,41.88,Janes Reservoir,Alturas
-118.044,35.315,Jawbone Canyon Off Hwy Area,Mohave
-124.086,41.796,Jedediah Smith Redwoods State Park,Crescent City
-120.546,38.729,Jenkinson  - Sly Park Recreation Area,Pollock Pines
-119.839,37.546,Jerseydale,Oakhurst
-120.383,38.859,Jones Fork,Pollock Pines
-122.228,40.728,Jones Valley  (Lower),Redding
-122.23,40.73,Jones Valley  (Upper),Redding
-115.801,33.674,Joshua Tree South,
-122.124,41.817,Juanita Lake,Macdoel
-116.061,33.992,Jumbo Rocks - Joshua Tree National Park,
-119.251,37.938,Junction,Lee Vining
-123.063,40.746,Junction City,Junction City
-119.075,37.782,June Lake,June Lake
-121.294,40.451,Juniper Lake - Lassen Volcanic National Park,Viola
-120.522,38.741,Kane XXX  - Sly Park Recreation Area,Pollock Pines
-122.641,41.335,Kangaroo Lake,Etna
-120.159,39.114,Kaspian,South Lake Tahoe
-119.735,35.091,KCL - Carrizo Plains,
-119.544,37.441,Kelty Meadow,Oakhurst
-118.129,36.053,Kennedy Meadows,Pearsonville
-118.948,34.408,Kenney Grove County Park,Santa Paula
-118.92,35.446,Kern River Park,Bakersfield
-118.492,35.634,Keyesville Rec Site,Wofford Heights
-124.003,40.018,King Range Conservation Area,Whitethorn
-118.928,34.716,Kings Camp,Maricopa
-122.767,39.903,Kingsley Glade,Paskenta
-119.177,37.253,Kinnikinnick,Lakeshore
-119.149,36.879,Kirch Flat,Prather
-121.496,35.99,Kirk Creek,Lucia
-120.087,38.707,Kirkwood Lake,Pioneer
-119.896,38.776,Kit Carson,Markleeville
-117.048,32.786,Kumeyaay Lake Campground - Mission Trails Park,San Diego
-123.178,39.235,Kyen,Ukiah
-120.26,35.353,La Panza,Santa Margarita
-116.448,32.888,Laguna,Pine Valley
-121.755,36.579,Laguna Seca,Salinas
-117.722,34.391,Lake,Wrightwood
-120.005,38.477,Lake Alpine,Arnold
-119.958,34.576,Lake Cachuma,Santa Barbara
-116.268,33.627,Lake Cahuilla County Park,La Quinta
-119.338,34.416,Lake Casitas,Ventura
-116.584,32.987,Lake Cuyamaca Park,Julian
-117.374,33.677,Lake Elsinore,Lake Elsinore
-120.119,39.184,Lake Forest,South Lake Tahoe
-119.009,37.602,Lake George,Mammoth Lakes
-116.679,33.671,Lake Hemet,Idyllwild
-116.891,32.861,Lake Jennings,Lakeside
-119.007,37.607,Lake Mary,Mammoth Lakes
-120.297,37.523,Lake McSwain Rec Area,Snelling
-116.523,32.686,Lake Morena,
-120.885,35.759,Lake Nacimiento,Paso Robles
-117.324,33.332,Lake ONeill Military,Oceanside
-117.177,33.869,Lake Perris State Rec Area,Perris
-118.761,34.474,Lake Piru State Rec Area,Piru
-117.031,33.581,Lake Skinner,Winchester
-122.029,38.493,Lake Solano County Park,Winters
-120.634,39.322,Lake Spaulding,Truckee
-120.661,39.701,Lakes Basin Family .,Graeagle
-122.388,40.872,Lakeshore East,Lakehead
-120.171,39.384,Lakeside,Truckee
-118.882,36.764,Landslide,Hume
-116.261,32.722,Lark Canyon,Boulevard
-120.295,41.826,Lassen Creek,Canby
-121.203,40.335,Last Chance Creek,Chester
-120.348,40.135,Laufman Family .,Milford
-121.337,41.403,Lava Camp,Adin
-118.676,35.88,Leavis Flat,
-119.552,38.333,Leavitt Meadows,Walker
-119.899,36.262,Lemoore Naval Air Station Military,Lemoore
-118.933,34.049,Leo Carrillo State Park,Santa Monica
-120.417,39.132,Lewis,Foresthill
-123.072,38.727,Liberty Glen,Healdsburg
-120.503,39.93,Lightning Tree Family .,Portola
-118.976,37.007,Lily Pad,Shaver Lake
-121.518,36.01,Limekiln State Park,Big Sur
-121.567,39.677,Limesaddle - Lake Oroville State Rec Area,Oroville
-118.478,35.963,Limestone,Kernville
-120.643,39.413,Lindsey Lake,Nevada City
-119.164,34.562,Lions Canyon,Ojai
-120.97,39.731,Little Beaver,La Porte
-122.986,39.895,Little Doe,Covelo
-119.336,37.4,Little Jackass,
-117.83,34.348,Little Jimmy,La Canada
-120.514,39.49,Little Lasier Meadow,Sierraville
-121.26,39.782,Little North Fork,Berry Creek
-122.576,39.286,Little Stony,Stonyford
-117.557,33.54,Live Oak - Caspers Wilderness Co Park,San Juan Capis
-118.46,35.702,Live Oak North & South,Wofford Heights
-121.632,39.276,Live Oak Riverfront Park,Live Oak
-121.447,39.529,Loafer Creek - Lake Oroville State Rec Area,Oroville
-120.599,39.299,Lodgepole,Cisco
-118.728,36.605,Lodgepole - Sequoia National Park,Giant Forest
-120.024,38.476,Lodgepole Overflow,Bear Valley
-120.66,39.565,Loganville,Sierra City
-120.131,39.464,Logger,Truckee
-118.184,36.598,Lone Pine,Lone Pine
-120.385,38.864,Lone Rock,Kyburz
-120.613,40.192,Lone Rock,Taylorsville
-120.58,40.178,Long Point,Taylorsville
-118.161,35.844,Long Valley,
-120.073,39.589,Lookout,Reno
-120.316,38.981,Loon Lake,Pollock Pines
-120.457,35.19,Lopez Lake Rec Area,Arroyo Grande
-118.05,33.796,Los Alamitos Army Military,Los Alamitos
-118.809,34.703,Los Alamos,Gorman
-120.939,36.987,Los Banos Creek - San Luis Reservoir,Gustine
-120.573,36.232,Los Gatos Creek Park,Coalinga
-119.8,34.54,Los Prietos,Santa Barbara
-120.048,37.821,Lost Claim,Groveland
-119.733,36.975,Lost Lake,Fresno
-123.143,41.595,Lovers Camp,Fort Jones
-119.924,38.612,Lower Blue Lake,Tahoe City
-121.215,39.902,Lower Bucks,Quincy
-119.384,37.413,Lower Chiquito,Fresno
-119.009,37.721,Lower Deadman,Mammoth Lakes
-122.375,38.809,Lower Hunting Creek  - Knoxville Rec Area,Clearlake
-119.158,37.928,Lower Lee Vining,Lee Vining
-120.236,39.486,Lower Little Truckee,Sierraville
-122.825,39.443,Lower Nye,Upper Lake
-118.493,36.066,Lower Peppermint,Kernville
-118.724,37.471,Lower Pine Grove,Bishop
-119.571,37.742,Lower Pines - Yosemite National Park,Yosemite Village
-120.878,41.293,Lower Rush Creek,Adin
-122.352,40.843,Lower Salt Creek,Lakehead
-119.323,38.17,Lower Twin Lake,Bridgeport
-120.049,37.839,Lumsden,Groveland
-120.032,37.848,Lumsden Bridge,Groveland
-119.207,38.034,Lundy Lake Park,Lee Vining
-117.667,34.329,Lupine,Wrightwood
-122.201,38.509,Lupine Shores - Lake Berryessa - USBR,Napa
-119.544,37.308,Lupine/Cedar Bluff,Oakhurst
-123.794,39.493,MacKerricher State Park,Mendocino
-123.466,40.403,Mad River,Fortuna
-122.094,40.924,Madrone,Redding
-117.068,36.231,Mahogany Flat - Death Valley National Park,
-118.483,35.643,Main Dam,Lake Isabella
-122.708,39.303,Main Letts,Stonyford
-120.9,39.373,Malakoff Diggins State Park,Nevada City
-118.714,34.097,Malibu Creek - State Park,Malibu
-119.337,37.344,Mammoth Pool,North Fork
-123.699,38.981,Manchester State Park,Manchester;
-117.631,34.265,Manker,Claremont
-121.853,36.92,Manresa State Beach,Aptos
-120.505,37.978,Manzanita - Tuttletown Area - New Melones Lake,Columbia
-122.267,38.599,Manzanita Canyon - Lake Berryessa - USBR,Napa
-121.561,40.531,Manzanita Lake - Lassen Volcanic National Park,Viola
-117.25,33.893,March ARB Military,
-119.216,34.88,Marian,Pine Mt Club
-122.77,40.84,Mariners Roost,Trinity Center
-116.732,33.792,Marion Mountain,Idyllwild
-119.944,37.465,Mariposa Fairgrounds,Mariposa
-119.776,38.698,Markleeville,Markleeville
-118.977,37.077,Marmot Rock,Shaver Lake
-122.205,41.796,Martins Dairy,Montague
-120.121,39.323,Martis Creek Lake,Truckee
-122.807,40.732,Mary Smith,Lewiston
-123.213,41.188,Matthews,Etna
-124.356,40.289,Mattole Beach,Petrolia
-114.534,33.671,Mayflower Park,Blythe
-121.646,41.017,McArthur - Burney Falls State Park,Burney
-122.282,41.353,Mcbride Springs,Mt. Shasta
-120.003,37.597,McCabe Flat,Mariposa
-122.245,40.936,McCloud Bridge,Lakehead
-120.276,37.609,McClure Point Rec Area,Snelling
-120.711,37.416,McConnell State Rec Area,Ballico
-121.735,40.538,Mccumber Reservoir,Viola
-118.785,37.564,McGee Creek,Mammoth Lakes
-119.102,34.814,McGill,Frazier Park
-119.257,34.227,McGrath State Beach,Oxnard
-120.646,39.459,McMurray,Nevada City
-120.501,39.408,Meadow Lake,Truckee
-120.213,40.036,Meadow View,Doyle
-120.005,38.186,Meadowview,Mi-Wuk
-115.902,33.489,Mecca Beach  - Salton Sea State Rec Area,Mecca
-121.029,37.065,Medeiros State Rec Area - San Luis Reservoir,Gustine
-121.595,41.588,Medicine,Tionesta
-118.785,37.564,Mee Creek,Mammoth Lakes
-120.123,39.035,Meeks Bay,Meeks Bay
-121.466,36.118,Memorial Park,Greenfield
-120.81,40.55,Merrill,Susanville
-117.367,36.964,Mesquite Spring - Death Valley National Park,Furnace Creek
-118.191,34.38,Messenger Flats,La Canada
-115.435,35.132,Mid Hills - Mojave National Preserve,
-122.95,39.253,Middle Creek,Upper Lake
-119.937,38.627,Middle Creek/Expansion,Jackson
-119.166,34.55,Middle Lion,Ojai
-119.58,34.51,Middle Santa Ynez,Summerland
-120.301,38.583,Middlefork Cosumnes,Placerville
-114.659,33.727,Midland LTVA,Blythe
-114.915,32.716,MidwayÂ Â OHV,Winterhaven
-119.19,34.854,Mil Potrero Park,Frazier Park
-122.654,39.356,Mill Creek,Stonyford
-121.188,39.914,Mill Creek,Quincy
-119.937,38.302,Mill Creek,Mi-Wuk
-124.097,41.703,Mill Creek - Del Norte Coast Redwoods State Park,Crescent City
-120.288,41.277,Mill Creek Falls,Likely
-119.095,36.857,Mill Flat,Frseno
-122.706,39.318,Mill Valley,Stonyford
-118.145,34.219,Millard,Pasadena
-123.456,40.453,Miller Spring,Mad River
-119.682,37.025,Millerton Lake State Rec Area,Friant
-118.493,37.378,Millpond,Bishop
-121.269,39.707,Milsap Bar,Brush Creek
-119.084,37.64,Minaret Falls,Mammoth Lakes
-120.924,39.101,Mineral Bar - Auburn State Rec Area,Colfax
-122.812,40.852,Minersville,Trinity Center
-120.038,35.035,Miranda Pines,Santa Maria
-114.514,34.727,Moabi Regional Park,Needles
-120.342,37.83,Moccasin Point - Don Pedro State Rec Area,Groveland
-120.659,37.659,Modesto Reservoir,Waterford
-117.275,34.515,Mojave Narrows Regional Park,Victorville
-117.264,34.331,Mojave River Forks Regional Park,Hesperia
-120.271,38.478,Mokelumne,Jackson
-120.271,38.478,Mokelumne River,West Point
-118.994,37.357,Mono Creek,Lakeshore
-119.018,37.326,Mono Hot Springs,Lakeshore
-120.881,35.275,Montana de Oro State Park,Los Oso
-118.11,34.343,Monte Cristo,La Canada
-121.862,36.595,Monterey County Fairgrounds RV,Monterey
-121.861,36.59,Monterey Pines RV Military,Monterey
-122.224,40.889,Moore Creek,Lakehead
-120.267,38.48,Moore Creek,Pollock Pines
-118.661,36.786,Moraine - Kings Canyon National Park,Cedar Grove
-120.841,35.333,Morro Bay State Park,Morro Bay
-120.883,35.428,Morro Strand State Beach,Morro Bay
-118.655,36.246,Moses Gulch - State Forest,Springville
-118.746,37.438,Mosquito Flat,Mammoth Lakes
-119.913,38.516,Mosquito Lakes,Bear Valley
-122.712,42.075,Mount Ashland,
-121.702,37.001,Mount Madonna,Gilroy
-118.567,37.224,Mountain Glen,Bishop
-117.729,34.395,Mountain Oak,Wrightwood
-119.107,34.81,Mt Pinos,Frazier Park
-121.933,37.851,Mt. Diablo State Park,Walnut Creek
-118.034,34.383,Mt. Pacifico,Pasadena
-123.075,41.356,Mule Bridge,Etna
-121.395,36.005,Nacimiento,Big Sur
-124.006,40.021,Nadelos,Whitethorn
-122.586,38.583,Napa County Fairgrounds,Calistoga
-122.278,38.296,Napa Valley Expo,Napa
-123.665,39.171,Navarro River Redwoods State Park,Albion
-122.957,39.442,Navy Camp - Lake Pillsbury,Ukiah
-119.584,37.432,Nelder Grove,Fresno
-122.345,40.849,Nelson Point,OBrien
-119.292,34.803,Nettle Springs,Maricopa
-121.077,39.206,Nevada County Fairgrounds,Grass Valley
-121.937,36.983,New Brighton State Beach,Capitola
-118.96,37.649,New Shady Rest,Mammoth Lakes
-119.914,38.325,Niagra Creek,Mi-Wuk
-119.937,34.77,Nira,Santa Ynez
-123.311,41.647,Norcross,Happy Camp
-123.362,41.299,Nordheimer,Orleans
-121.648,40.597,North Battle Creek Reservoir,Viola
-120.635,35.133,North Beach - Pismo State Beach,Oceano
-120.718,40.735,North Eagle Lake,Susanville
-123.961,41.979,North Fork,
-122.648,39.379,North Fork,Stonyford
-121.22,40.04,North Fork,Quincy
-120.657,39.27,North Fork,Dutch Flat
-123.017,40.332,North Fork Beegum Creek F,Platina
-118.627,37.227,North Lake,Bishop
-119.567,37.742,North Pines - Yosemite National Park,Yosemite Village
-117.164,34.268,North Shore,Running Springs
-121.65,41.034,North Shore,
-120.991,35.881,North Shore San Antonio,Bradley
-120.311,39,Northshore,Pollock Pines
-120.347,38.831,Northwind,Placerville
-123.116,41.809,Oak Bottom,Somes Bar
-118.722,34.6,Oak Flat,Castaic
-122.953,39.444,Oak Flat - Lake Pillsbury,Calpella
-122.953,39.443,Oak Flat Overflow - Lake Pillsbury,Upper Lake
-122.352,40.85,Oak Grove,
-116.789,33.386,Oak Grove,Warner Springs
-120.79,38.181,Oak Knoll - New Hogan Lake,Valley Springs
-118.819,34.289,Oak Park,Simi Valley
-118.182,34.246,Oakwilde,La Cañada Flintridge
-116.876,33.343,Observatory,Palomar Mountain
-119.449,38.3,Obsidian,Walker
-120.627,35.106,Oceano County,Oceano
-120.617,35.093,Oceano Dunes State Veh Rec Area,Oceano
-116.167,33.151,Ocotillo Wells State Vehicle Area,Ocotillo Wells
-119.071,37.799,Oh Ridge,June Lake
-122.645,39.309,Old Mill,Stonyford
-118.964,37.648,Old Shady Rest,Mammoth Lakes
-123.451,41.377,Oneil Creek,Seiad Valley
-117.604,33.657,ONeill Regional Park,Trabuco Canyon
-118.341,36.772,Onion Valley,Independence
-122.353,39.772,Orland Buttes Rec Area,Orland
-121.987,41.663,Orr Lake,Macdoel
-117.553,33.539,Ortega Flats - Caspers Wilderness Co Park,San Juan Capis
-115.133,32.983,Osborne Overlook - Imperial Sand Dunes OHV,Brawley
-117.022,35.022,Owl Canyon,Barstow
-119.329,34.694,Ozena,Frazier Park
-119.902,38.517,Pacific Valley,Bear Valley
-120.648,39.624,Packsaddle,Sierra City
-115.168,32.961,Pads  - Imperial Sand Dunes OHV,Brawley
-115.137,32.934,Pads - Imperial Sand Dunes OHV,Brawley
-119.322,38.179,Paha,Bridgeport
-115.999,33.617,Painted Canyon,Mecca
-118.719,37.495,Palisade,Mammoth Lakes
-115.946,33.328,Palm Beach Dry Camp,Thermal
-114.725,33.399,Palo Verde County Park,Palo Verde
-115.091,32.994,Palo Verde Flats - Imperial Sand Dunes OHV,Brawley
-117.467,36.339,Panamint Springs,Panamint Springs
-118.571,35.809,Panorama,Posey
-123.929,41.843,Panther Flat,Gasquet
-122.202,41.355,Panther Meadows,Mccloud
-119.811,34.542,Paradise,Santa Barbara
-118.425,35.651,Paradise Cove,Lake Isabella
-120.24,38.537,Pardoes Point,Pioneer
-116.583,32.958,Paso Picacho - Cuyamaca Rancho State Park,Julian
-120.534,39.506,Pass Creek,Truckee
-123.846,41.872,Patrick Creek,Crescent City
-124.156,41.136,Patricks Point State Park,Trinidad
-120.186,41.198,Patterson,Eagleville
-121.561,41.555,Payne Springs,McCloud
-123.519,41.309,Pearch Creek,Orleans
-121.075,38.789,Peninsula - Folsom Lake State Rec Area,Folsom
-120.98,39.724,Peninsula Tent (Family ),La Porte
-122.93,39.301,Penny Pines,Upper Lake
-120.241,41.45,Pepperdine,Alturas
-122.783,38.247,Petaluma Lake Area Military,Petaluma
-121.783,36.249,Pfeiffer Big Sur State Park,Big Sur
-121.467,40.028,Philbrook - Feather River,Paradise
-123.191,40.466,Philpot,Hayfork
-114.673,33.034,Picacho State Rec Area,Winterhaven
-119.803,38.34,Pigeon Flat,Bridgeport
-123.13,40.767,Pigeon Point,Junction City
-120.511,34.726,Pine Canyon Military - Vandenberg AFB,
-119,37.604,Pine City,Mammoth Lakes
-120.557,38.727,Pine Cone  - Sly Park Recreation Area,Pollock Pines
-119.338,36.829,Pine Flat Rec Area,Fresno
-118.955,37.649,Pine Glen - Mammouth Lakes,Mammoth Lakes
-116.886,34.236,Pine Knot,Big Bear
-119.989,38.482,Pine Marten,Bear Valley
-119.329,34.639,Pine Mountain,Ojai
-122.247,40.927,Pine Point,Redding
-119.133,34.692,Pine Springs,Frazier Park
-119.995,38.19,Pinecrest,Mi-Wuk
-121.141,36.499,Pinnacles,Pinnacles
-121.767,36.95,Pinto Lake Park,Watsonville
-116.455,33.585,Pinyon Flat,Palm Desert
-118.486,35.651,Pioneer Point,Lake Isabella
-120.433,38.567,Pipi,Pioneer
-121.506,40.992,Pit River,Burney
-121.553,40.921,Pit River/Cassel,Burney
-119.362,37.373,Placer,Fresno
-121.295,38.759,Placer County Fair RV,Roseville
-121.467,35.918,Plaskett Creek,Lucia
-122.845,39.729,Plaskett Meadows,Elk Creek
-120.293,39.014,Pleasant,
-118.505,37.407,Pleasant Valley,Bishop
-120.326,41.713,Plum Valley,Davis Creek
-120.702,39.757,Plumas - Eureka State Park,Blairsden
-122.968,39.442,Pogie Point - Lake Pillsbury,Potter Valley
-119.104,34.1,Point Mugu Military,
-121.384,35.998,Ponderosa,San Simeon
-120.603,38.906,Ponderosa Cove,Pollock Pines
-121.187,40.168,Ponderosa Flat,Chester
-119.566,37.809,Porcupine Flat - Yosemite National Park,
-118.072,36.601,Portagee Joe,Lone Pine
-119.067,37.32,Portal Forebay,Lakeshore
-122.212,37.262,Portola Redwoods State Park,Lahonda
-121.532,40.188,Potato Patch,Chester
-116.595,32.615,Potrero,Potrero
-118.801,36.517,Potwisha - Sequoia National Park,Three Rivers
-117.641,33.942,Prado Regional Park,Chino
-122.73,40.963,Preacher Meadow,Trinity Center
-118.94,36.804,Princess,Hume
-120.16,39.378,Prosser,Truckee
-119.075,37.648,Pumice Flat,Mammoth Lakes
-118.545,36.121,Quaking Aspen,Camp Nelson
-121.218,40.046,Queen Lily,Quincy
-120.008,37.61,Railroad Flat,
-120.528,38.739,Rainbow  - Sly Park Recreation Area,Pollock Pines
-120.252,40.707,Ramhorn Springs,Susanville
-120.91,39.54,Ramshorn,Downieville
-119.161,37.25,Rancheria,Lakeshore
-117.413,33.98,Rancho Jurupa Park,Riverside
-121.094,38.332,Rancho Seco,Herald
-121.094,38.332,Rancho Seco Rec Area,Herald
-123.229,41.299,Red Bank,
-120.971,39.735,Red Feather,La Porte
-115.613,33.202,Red Hill Marina,Calipatria
-117.98,35.371,Red Rock Canyon State Park,
-120.83,41.167,Red Tail Rim South,Adin
-119.454,37.145,Redinger,Fresno
-119.073,37.619,Reds Meadow,Mammoth Lakes
-124.129,40.78,Redwood Acres Fairgrounds,Eureka
-123.206,39.163,Redwood Empire Fair RV Park,Ukiah
-118.592,35.977,Redwood Meadow,Ducor
-120.072,34.463,Refugio State Beach,Goleta
-120.774,41.66,Reservoir C,Alturas
-120.874,41.579,Reservoir F,Alturas
-119.083,37.771,Reversed Creek,June Lake
-119.307,34.679,Reyes Creek,Mt. Pinos
-119.315,34.637,Reyes Peak,Ojai
-123.793,40.018,Richardson Grove State Park,Garberville
-122.798,40.847,Ridgeville,Weaverville
-119.403,34.333,Rincon County Parkway RV,Ventura
-123.028,40.876,Ripstein,Junction City
-120.435,34.65,River Park RV,Lompoc
-120.182,37.993,River Ranch,Twain Harte
-115.118,32.912,Roadrunner - Imperial Sand Dunes OHV,Brawley
-119.323,38.185,Robinson Creek,Bridgeport
-120.502,39.156,Robinson Flat,Foresthill
-119.361,37.292,Rock Creek,North Fork
-118.734,37.451,Rock Creek Lake,Mammoth Lakes
-121.428,40.726,Rocky,Hat Creek
-118.922,36.068,Rocky Hill,Porterville
-121.155,40.499,Rocky Knoll,Westwood
-121.1,40.191,Rocky Point - Feather River,Canyondam
-120.977,39.513,Rocky Rest,Camptonville
-121.312,39.768,Rogers Cow Camp (Family ),Berry Creek
-119.183,34.532,Rose Valley,Ojai
-120.81,40.348,Roxie Peconom,Susanville
-124.122,41.854,Ruby Van Devander Co Park,Crescent City
-109.31,31.78,Rucker Lake,
-120.933,38.964,Rucky A Chucky - Auburn State Rec Area,
-120.967,39.738,Running Deer,La Porte
-122.897,40.819,Rush Creek,Weaverville
-123.779,39.331,Russian Gulch State Park,Mendocino
-123.393,40.326,Ruth Lake - Ruth Lake,Mad River
-116.155,33.983,Ryan - Joshua Tree National Park,
-118.606,37.22,Sabrina,Bishop
-122.712,39.308,Saddle Camp Loop,Stonyford
-117.825,34.677,Saddleback Butte State Park,Lancaster
-119.271,37.965,Saddlebag Lake,Lee Vining
-118.413,37.13,Sage Flat,Big Pine
-120.257,39.435,Sagehen Creek,Truckee
-118.861,37.866,Sagehen Meadows,Lee Vining
